module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
MED-024,Central Alpha Agonists,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to central alpha agonists.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-025,Direct Vasodilators,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to direct vasodilators.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-026,Combination Blood Pressure Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to combination blood pressure medicines.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-027,Blood Pressure Medicine Side Effects,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to blood pressure medicine side effects.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-028,Monitoring Blood Pressure Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to monitoring blood pressure medicines.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-029,Electrolytes and Blood Pressure Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to electrolytes and blood pressure medicines.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-030,Stopping Blood Pressure Medicines Safely,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to stopping blood pressure medicines safely.",Medications,Blood Pressure Medicines,pending,,,Foundation,medication
MED-031,Statins,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to statins.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-032,Ezetimibe,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to ezetimibe.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-033,PCSK9 Inhibitors,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to pcsk9 inhibitors.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-034,Bempedoic Acid,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to bempedoic acid.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-035,Fibrates,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to fibrates.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-036,Prescription Omega-3 Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to prescription omega-3 medicines.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-037,Niacin as Medicine,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to niacin as medicine.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-038,Aspirin for Cardiovascular Prevention,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to aspirin for cardiovascular prevention.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-039,Antiplatelet Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to antiplatelet medicines.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-040,Anticoagulants,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to anticoagulants.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-041,Warfarin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to warfarin.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-042,Direct Oral Anticoagulants,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to direct oral anticoagulants.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-043,Nitrates,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to nitrates.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-044,Antiarrhythmic Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to antiarrhythmic medicines.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-045,Heart Failure Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to heart failure medicines.",Medications,Cholesterol and Heart Medicines,pending,,,Foundation,medication
MED-046,Metformin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to metformin.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-047,Sulfonylureas,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to sulfonylureas.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-048,DPP-4 Inhibitors,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to dpp-4 inhibitors.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-049,SGLT2 Inhibitors,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to sglt2 inhibitors.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-050,GLP-1 Receptor Agonists,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to glp-1 receptor agonists.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-051,Dual GIP GLP-1 Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to dual gip glp-1 medicines.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-052,Insulin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to insulin.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-053,Basal Insulin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to basal insulin.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-054,Mealtime Insulin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to mealtime insulin.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-055,Thiazolidinediones,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to thiazolidinediones.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-056,Alpha-Glucosidase Inhibitors,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to alpha-glucosidase inhibitors.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-057,Weight-Loss Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to weight-loss medicines.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-058,Semaglutide,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to semaglutide.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-059,Tirzepatide,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to tirzepatide.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-060,Diabetes Medicine Safety,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to diabetes medicine safety.",Medications,Diabetes and Weight Medicines,pending,,,Foundation,medication
MED-061,Acetaminophen,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to acetaminophen.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-062,NSAIDs,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to nsaids.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-063,Ibuprofen,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to ibuprofen.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-064,Naproxen,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to naproxen.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-065,Topical NSAIDs,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to topical nsaids.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-066,Aspirin for Pain,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to aspirin for pain.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-067,Opioid Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to opioid medicines.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-068,Tramadol,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to tramadol.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-069,Muscle Relaxants,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to muscle relaxants.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-070,Gabapentin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to gabapentin.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-071,Pregabalin,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to pregabalin.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-072,Topical Pain Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to topical pain medicines.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-073,Corticosteroids,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to corticosteroids.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-074,Steroid Injections,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to steroid injections.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-075,Pain Medicine Safety,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to pain medicine safety.",Medications,Pain and Inflammation Medicines,pending,,,Foundation,medication
MED-076,Sleep Medicines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to sleep medicines.",Medications,Sleep and Mental Health Medicines,pending,,,Foundation,medication
MED-077,Benzodiazepines,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to benzodiazepines.",Medications,Sleep and Mental Health Medicines,pending,,,Foundation,medication
MED-078,Z-Drugs,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to z-drugs.",Medications,Sleep and Mental Health Medicines,pending,,,Foundation,medication
MED-079,Sedating Antidepressants,"Uses, mechanisms, benefits, side effects, interactions, monitoring, and safety related to sedating antidepressants.",Medications,Sleep and Mental Health Medicines,pending,,,Foundation,medication
